0	,	[-0.38185462  0.5842455  -0.09349168 -0.01953527  0.22887145 -0.8652963
  0.34648463  1.128624   -0.55382586 -0.5042047   0.07433168 -0.5034947
 -0.15262175  0.38267237  0.4150508  -0.17056991  0.6451094  -0.24964236
 -0.2264108  -1.0538248   0.39654168  0.0132449   0.3715126  -0.1432763
 -0.03366252  0.06043896 -0.61963904 -0.09850384 -0.2738933   0.31292194
  0.5867334  -0.03605402  0.1884554  -0.6639752   0.09157882  0.6460745
  0.11682243 -0.24448054 -0.2048197  -0.45273015 -0.05614242 -0.3876687
 -0.26233077  0.11618232  0.3291688  -0.19495824 -0.45847932 -0.17423758
  0.13776013  0.12241486  0.25059217 -0.217872   -0.05476281  0.16664617
 -0.08864064  0.01572373  0.45165893 -0.12839186 -0.5983001   0.19603808
 -0.10600545 -0.04337629  0.15617564  0.008542   -0.38873792  0.5208256
  0.4125113   0.43546867 -0.7024815   0.5737535  -0.12516609  0.31029263
  0.4016974   0.08651558  0.43106243  0.31738466  0.14650193  0.24200723
 -0.2598953  -0.02403813 -0.5053139   0.22001629 -0.11135741  0.5280685
 -0.1920221  -0.196016    0.29782626  0.3699582   0.53282684  0.24268973
  0.89391494  0.3371253   0.19233829 -0.14445956  0.764375    0.36479267
  0.2332762  -0.371696    0.31325644 -0.07090864]
1	a	[-3.77191812e-01  5.59118927e-01 -8.67248252e-02 -2.59794425e-02
  2.59728938e-01 -8.27413678e-01  3.07613164e-01  1.06857014e+00
 -5.35117090e-01 -4.87730175e-01  5.02188243e-02 -4.80198979e-01
 -1.50004700e-01  3.83308917e-01  4.22790736e-01 -1.45131141e-01
  6.18258357e-01 -2.39954486e-01 -2.08359122e-01 -9.76278365e-01
  3.68914813e-01  1.03150960e-03  3.93595189e-01 -1.44006968e-01
 -4.90068756e-02  5.99975176e-02 -6.05438948e-01 -9.14067775e-02
 -2.49244615e-01  3.41948181e-01  6.02135658e-01 -4.14214358e-02
  1.51033580e-01 -6.42369330e-01  1.04449280e-01  6.31777048e-01
  9.70695019e-02 -1.89916536e-01 -1.88634470e-01 -4.00955856e-01
 -1.64461695e-02 -4.15416956e-01 -2.44161427e-01  1.17893882e-01
  2.83085406e-01 -1.62441492e-01 -4.19929713e-01 -1.86093926e-01
  1.16797999e-01  9.56557617e-02  2.85253882e-01 -2.45148823e-01
 -2.18714364e-02  1.61213964e-01 -9.87654552e-02  4.30394337e-02
  4.45868999e-01 -8.06579441e-02 -5.83470047e-01  1.67579532e-01
 -1.22568727e-01 -5.27358800e-02  1.40361562e-01  3.42360958e-02
 -3.54350805e-01  5.17561972e-01  4.31682229e-01  3.88435692e-01
 -6.49567127e-01  5.76858044e-01 -1.42217651e-01  2.46512055e-01
  4.07263041e-01  1.29428804e-01  4.07922924e-01  2.85804868e-01
  1.00357488e-01  2.38761500e-01 -2.20035896e-01 -6.53398084e-03
 -5.24851561e-01  2.10147262e-01 -1.05434306e-01  4.75880831e-01
 -1.67865083e-01 -1.89786360e-01  2.93287158e-01  3.58630449e-01
  5.54920375e-01  2.18039557e-01  8.83630216e-01  2.94362068e-01
  1.74750164e-01 -1.63110405e-01  6.85413599e-01  3.51194978e-01
  2.63074517e-01 -3.39057565e-01  2.61095911e-01 -8.64001736e-02]
2	u	[-0.39090192  0.59267545 -0.11136807 -0.03993244  0.2787363  -0.86300236
  0.3100857   1.1447966  -0.5632501  -0.50676006  0.044836   -0.52234745
 -0.11564576  0.3941789   0.46668783 -0.19039662  0.6450242  -0.2409161
 -0.2695519  -1.0675147   0.3578695  -0.00468924  0.35082293 -0.16687492
 -0.0214732   0.0637549  -0.61398304 -0.0921236  -0.27721295  0.34283048
  0.6327749  -0.03586081  0.14798836 -0.69044733  0.07374     0.6517596
  0.09927184 -0.22192259 -0.19838363 -0.46339425 -0.05784315 -0.4146246
 -0.24265085  0.13450363  0.3461773  -0.19660224 -0.4629762  -0.18751436
  0.13115948  0.10351067  0.30126613 -0.2344428  -0.0457286   0.12340629
 -0.13776085  0.03832312  0.44001535 -0.09911062 -0.6151274   0.1713924
 -0.08119889 -0.05084016  0.18316096  0.04531382 -0.41403258  0.5495398
  0.42506912  0.4490136  -0.7251907   0.6032724  -0.1244275   0.29694474
  0.41722232  0.1266685   0.40861022  0.3250577   0.15857807  0.24273174
 -0.25905812  0.00553489 -0.5153275   0.18445517 -0.15463638  0.50626975
 -0.19282645 -0.2048762   0.29180866  0.37464896  0.5736765   0.23328209
  0.90177256  0.3427975   0.20922525 -0.14421102  0.76661444  0.3626877
  0.2846462  -0.36052826  0.30688858 -0.11557911]
3	o	[-0.41620675  0.5807597  -0.07099777 -0.01805342  0.24504463 -0.83350843
  0.31798926  1.086498   -0.46423015 -0.51233983  0.11321957 -0.48085308
 -0.12738705  0.346055    0.4016167  -0.15052627  0.6376157  -0.26833397
 -0.2532482  -0.94508004  0.36283213  0.02985531  0.3970872  -0.08982446
 -0.06794099  0.10269801 -0.5484578  -0.05621612 -0.22963156  0.29294863
  0.56573427 -0.0717238   0.15667202 -0.6490689   0.08545659  0.6285833
  0.1743365  -0.23166671 -0.19635563 -0.39519057 -0.02372908 -0.36442974
 -0.24263816  0.06915569  0.344406   -0.17630474 -0.3903466  -0.19039725
  0.13946114  0.0866821   0.23769034 -0.21342021 -0.07018624  0.12428385
 -0.12042501  0.02835969  0.42903295 -0.10188148 -0.5405984   0.16514575
 -0.08348655 -0.03100997  0.20899898  0.01783011 -0.3514552   0.48156714
  0.38227075  0.4307543  -0.64931506  0.5020146  -0.10085897  0.278628
  0.38712493  0.13654622  0.3787948   0.2722045   0.07900491  0.2388292
 -0.27104923 -0.02410941 -0.4800091   0.19192399 -0.07868697  0.47206965
 -0.17496853 -0.20363443  0.2949791   0.34898156  0.48207757  0.1898622
  0.8146291   0.30063185  0.20502995 -0.14334409  0.7333022   0.34814575
  0.22960085 -0.3473922   0.24790892 -0.08445962]
4	i	[-0.41400477  0.6311877  -0.11813597 -0.02793441  0.27199483 -0.90684867
  0.3334366   1.1914388  -0.6033147  -0.5114368   0.05109574 -0.53259516
 -0.15950751  0.40726033  0.45966515 -0.1963374   0.66570187 -0.260464
 -0.23508273 -1.1016182   0.39250198 -0.01178083  0.3976407  -0.13409628
 -0.06697787  0.07415862 -0.65381664 -0.11958661 -0.2835338   0.34904298
  0.66339815 -0.03124831  0.18431337 -0.7317601   0.1155316   0.6773441
